,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124,Point_125,Point_126,Point_127,Point_128,Point_129,Point_130,Point_131,Point_132,Point_133,Point_134,Point_135,Point_136,Point_137,Point_138,Point_139,Point_140,Point_141,Point_142,Point_143,Point_144,Point_145,Point_146,Point_147,Point_148,Point_149,Point_150,Point_151,Point_152,Point_153,Point_154,Point_155,Point_156,Point_157,Point_158,Point_159,Point_160,Point_161,Point_162,Point_163,Point_164,Point_165,Point_166,Point_167,Point_168,Point_169,Point_170,Point_171,Point_172,Point_173,Point_174,Point_175,Point_176,Point_177,Point_178,Point_179,Point_180,Point_181,Point_182,Point_183,Point_184,Point_185,Point_186,Point_187,Point_188,Point_189,Point_190,Point_191,Point_192,Point_193,Point_194,Point_195,Point_196,Point_197,Point_198,Point_199,Point_200,Point_201,Point_202
Point_45,10.236,1.012,1.576,1.576,1.576,1.022,1.063,1.063,1.063,1.063,1.063,1.062,1.062,1.082,1.082,1.078,1.098,1.098,1.098,0.767,0.767,0.767,0.786,0.783,0.241,0.241,0.767,0.27,0.27,0.27,0.106,0.106,0.106,0.27,0.246,0.07,0.0,1.726,0.0,0.0,0.0,1.642,1.642,0.0,0.0,0.0,0.778,1.573,0.819,1.349,1.349,1.302,1.302,1.297,1.297,1.297,1.316,1.316,1.347,1.347,1.356,1.356,1.372,1.449,1.48,1.494,2.453,2.516,2.671,2.546,3.478,3.478,2.551,2.526,2.593,3.242,2.563,2.578,2.804,2.804,2.791,2.778,2.774,2.774,2.744,2.766,5.246,2.736,2.685,1.16,1.16,1.16,1.421,1.763,1.581,1.581,1.255,1.806,3.033,1.673,1.673,1.613,1.599,1.599,1.016,0.946,0.807,0.923,0.89,0.904,0.904,0.807,0.807,0.807,0.867,0.867,0.899,0.892,0.908,0.941,0.944,0.944,0.944,0.944,0.972,1.029,1.05,1.059,1.065,1.077,1.093,1.112,1.139,1.139,1.256,1.168,1.217,1.25,1.293,1.909,1.293,1.339,1.524,1.416,1.416,1.274,1.274,1.274,1.274,1.217,1.334,1.334,1.377,1.377,1.377,1.377,1.377,1.423,1.44,1.465,1.465,1.465,1.504,1.481,1.481,1.532,1.566,1.58,1.007,1.566,1.566,1.566,1.597,1.627,1.627,5.373,5.373,5.373,5.373,5.373,4.791,5.311,4.292,1.374,4.584,4.584,4.197,4.197,4.197,4.197,4.197,4.197,4.197,2.978,3.439,3.638,3.628,3.591,3.615,2.991,3.074,11.132
Point_46,10.236,1.012,1.576,1.576,1.576,1.022,1.063,1.063,1.063,1.063,1.063,1.062,1.062,1.082,1.082,1.078,1.098,1.098,1.098,0.767,0.767,0.767,0.786,0.783,0.241,0.241,0.767,0.27,0.27,0.27,0.106,0.106,0.106,0.27,0.246,0.07,0.0,1.726,0.0,0.0,0.0,1.642,1.642,0.0,0.0,0.0,0.778,1.573,0.819,1.349,1.349,1.302,1.302,1.297,1.297,1.297,1.316,1.316,1.347,1.347,1.356,1.356,1.372,1.449,1.48,1.494,2.453,2.516,2.671,2.546,3.478,3.478,2.551,2.526,2.593,3.242,2.563,2.578,2.804,2.804,2.791,2.778,2.774,2.774,2.744,2.766,5.246,2.736,2.685,1.16,1.16,1.16,1.421,1.763,1.581,1.581,1.255,1.806,3.033,1.673,1.673,1.613,1.599,1.599,1.016,0.946,0.807,0.923,0.89,0.904,0.904,0.807,0.807,0.807,0.867,0.867,0.899,0.892,0.908,0.941,0.944,0.944,0.944,0.944,0.972,1.029,1.05,1.059,1.065,1.077,1.093,1.112,1.139,1.139,1.256,1.168,1.217,1.25,1.293,1.909,1.293,1.339,1.524,1.416,1.416,1.274,1.274,1.274,1.274,1.217,1.334,1.334,1.377,1.377,1.377,1.377,1.377,1.423,1.44,1.465,1.465,1.465,1.504,1.481,1.481,1.532,1.566,1.58,1.007,1.566,1.566,1.566,1.597,1.627,1.627,5.373,5.373,5.373,5.373,5.373,4.791,5.311,4.292,1.374,4.584,4.584,4.197,4.197,4.197,4.197,4.197,4.197,4.197,2.978,3.439,3.638,3.628,3.591,3.615,2.991,3.074,11.132
Point_47,10.37,3.053,3.122,3.122,3.122,3.063,3.105,3.105,3.105,3.105,3.105,3.104,3.104,3.124,3.124,3.12,3.14,3.14,3.14,2.45,2.45,2.45,2.469,2.467,2.392,2.392,2.45,2.421,2.421,2.421,2.537,2.537,2.537,2.421,2.397,2.501,2.468,0.562,2.468,2.468,2.468,0.477,0.477,2.468,2.468,2.468,0.0,0.409,0.04,0.175,0.174,0.445,0.445,0.44,0.44,0.44,0.459,0.459,0.49,0.49,0.499,0.499,0.515,0.592,0.623,0.637,3.598,3.66,3.816,3.69,3.722,3.722,3.232,3.261,3.737,3.375,2.966,2.951,2.937,2.937,2.925,2.911,2.907,2.907,2.877,2.9,6.39,2.869,2.818,2.705,2.705,2.705,2.967,2.34,3.126,3.126,2.801,2.383,2.176,2.25,2.25,2.19,2.176,2.176,2.355,2.285,2.146,2.261,2.229,2.243,2.243,2.146,2.146,2.146,2.435,2.435,2.528,2.521,2.537,2.57,2.573,2.573,2.573,2.573,2.601,2.658,2.679,2.688,2.694,2.705,2.722,2.741,2.768,2.768,1.824,2.797,1.761,1.837,1.88,2.477,1.881,1.927,1.657,0.299,0.299,1.703,1.703,1.703,1.703,1.761,1.902,1.902,1.944,1.944,1.944,1.944,1.944,1.99,2.007,2.032,2.032,2.032,2.072,2.049,2.049,2.099,2.134,2.147,2.424,2.134,2.134,2.134,2.164,2.194,2.194,6.517,6.517,6.517,6.517,6.517,5.935,6.455,5.437,2.56,5.729,5.729,5.341,5.341,5.341,5.341,5.341,5.341,5.341,3.734,3.686,3.772,3.762,3.953,3.749,3.125,3.207,10.275
Point_48,10.229,2.366,2.434,2.434,2.434,2.376,2.417,2.417,2.417,2.417,2.417,2.416,2.416,2.437,2.437,2.433,2.452,2.452,2.452,2.309,2.309,2.309,2.329,2.326,2.251,2.251,2.309,2.28,2.28,2.28,2.396,2.396,2.396,2.28,2.256,2.361,2.328,0.153,2.328,2.328,2.328,0.069,0.069,2.328,2.328,2.328,2.385,0.0,2.426,1.456,1.456,1.409,1.409,1.067,1.067,1.067,1.086,1.086,1.117,1.117,1.125,1.125,1.142,0.452,0.482,0.497,3.457,3.519,3.675,3.549,3.582,3.582,3.091,3.121,3.596,3.235,2.826,2.811,2.797,2.797,2.784,2.771,2.766,2.766,2.736,2.759,6.249,2.728,2.678,2.565,2.565,2.565,2.826,2.129,2.985,2.985,2.66,2.172,2.036,2.038,2.038,1.979,1.964,1.964,2.214,2.144,2.005,2.121,2.088,2.102,2.102,2.005,2.005,2.005,2.294,2.294,2.387,2.38,2.396,2.429,2.432,2.432,2.432,2.432,2.461,2.517,2.538,2.547,2.553,2.565,2.581,2.6,2.627,2.627,1.683,2.656,1.62,1.697,1.74,2.336,1.74,1.786,1.516,1.523,1.523,1.563,1.563,1.563,1.563,1.62,1.761,1.761,1.803,1.803,1.803,1.803,1.803,1.849,1.866,1.892,1.892,1.892,1.931,1.908,1.908,1.958,1.993,2.007,2.284,1.993,1.993,1.993,2.024,2.053,2.053,6.376,6.376,6.376,6.376,6.376,5.795,6.314,5.296,2.42,5.588,5.588,5.201,5.201,5.201,5.201,5.201,5.201,5.201,3.593,3.545,3.631,3.621,3.812,3.608,2.984,3.066,10.135
Point_49,10.329,3.013,3.081,3.081,3.081,3.023,3.065,3.065,3.065,3.065,3.065,3.063,3.063,3.084,3.084,3.08,3.099,3.099,3.099,2.41,2.41,2.41,2.429,2.426,2.352,2.352,2.41,2.38,2.38,2.38,2.497,2.497,2.497,2.38,2.356,2.461,2.428,0.521,2.428,2.428,2.428,0.437,0.437,2.428,2.428,2.428,2.485,0.368,0.0,0.134,0.133,0.405,0.405,0.4,0.4,0.4,0.419,0.419,0.45,0.45,0.458,0.458,0.474,0.552,0.582,0.597,3.557,3.62,3.775,3.65,3.682,3.682,3.191,3.221,3.696,3.335,2.926,2.911,2.897,2.897,2.884,2.871,2.866,2.866,2.837,2.859,6.35,2.829,2.778,2.665,2.665,2.665,2.926,2.3,3.086,3.086,2.76,2.342,2.136,2.209,2.209,2.15,2.135,2.135,2.314,2.245,2.105,2.221,2.188,2.203,2.203,2.105,2.105,2.105,2.394,2.394,2.487,2.48,2.496,2.53,2.532,2.532,2.532,2.532,2.561,2.618,2.638,2.647,2.653,2.665,2.681,2.7,2.727,2.727,1.783,2.757,1.72,1.797,1.84,2.436,1.841,1.886,1.617,0.258,0.258,1.663,1.663,1.663,1.663,1.72,1.861,1.861,1.904,1.904,1.904,1.904,1.904,1.95,1.967,1.992,1.992,1.992,2.031,2.008,2.008,2.059,2.093,2.107,2.384,2.093,2.093,2.093,2.124,2.154,2.154,6.477,6.477,6.477,6.477,6.477,5.895,6.415,5.396,2.52,5.688,5.688,5.301,5.301,5.301,5.301,5.301,5.301,5.301,3.693,3.645,3.731,3.721,3.913,3.708,3.084,3.167,10.235
Point_50,10.185,2.869,2.937,2.937,2.937,2.879,2.92,2.92,2.92,2.92,2.92,2.919,2.919,2.939,2.939,2.935,2.955,2.955,2.955,2.265,2.265,2.265,2.284,2.282,2.207,2.207,2.265,2.236,2.236,2.236,2.352,2.352,2.352,2.236,2.212,2.316,2.284,0.377,2.284,2.284,2.284,0.292,0.292,2.284,2.284,2.284,2.341,0.224,2.382,0.0,0.0,0.26,0.26,0.255,0.255,0.255,0.274,0.274,0.305,0.305,0.314,0.314,0.33,0.408,0.438,0.452,3.413,3.475,3.631,3.505,3.537,3.537,3.047,3.077,3.552,3.19,2.781,2.766,2.752,2.752,2.74,2.726,2.722,2.722,2.692,2.715,6.205,2.684,2.633,2.52,2.52,2.52,2.782,2.156,2.941,2.941,2.616,2.198,1.991,2.065,2.065,2.006,1.991,1.991,2.17,2.1,1.961,2.076,2.044,2.058,2.058,1.961,1.961,1.961,2.25,2.25,2.343,2.336,2.352,2.385,2.388,2.388,2.388,2.388,2.416,2.473,2.494,2.503,2.509,2.521,2.537,2.556,2.583,2.583,1.639,2.612,1.576,1.652,1.695,2.292,1.696,1.742,1.472,0.114,0.114,1.519,1.519,1.519,1.519,1.576,1.717,1.717,1.759,1.759,1.759,1.759,1.759,1.805,1.822,1.847,1.847,1.847,1.887,1.864,1.864,1.914,1.949,1.962,2.24,1.949,1.949,1.949,1.979,2.009,2.009,6.332,6.332,6.332,6.332,6.332,5.75,6.27,5.252,2.375,5.544,5.544,5.156,5.156,5.156,5.156,5.156,5.156,5.156,3.549,3.501,3.587,3.577,3.768,3.564,2.94,3.022,10.09
Point_51,10.181,2.865,2.933,2.933,2.933,2.875,2.916,2.916,2.916,2.916,2.916,2.915,2.915,2.935,2.935,2.931,2.951,2.951,2.951,2.261,2.261,2.261,2.281,2.278,2.203,2.203,2.261,2.232,2.232,2.232,2.348,2.348,2.348,2.232,2.208,2.313,2.28,0.373,2.28,2.28,2.28,0.289,0.289,2.28,2.28,2.28,2.337,0.22,2.378,0.0,0.0,0.257,0.257,0.252,0.252,0.252,0.27,0.27,0.301,0.301,0.31,0.31,0.326,0.404,0.434,0.449,3.409,3.471,3.627,3.502,3.534,3.534,3.043,3.073,3.548,3.187,2.778,2.763,2.749,2.749,2.736,2.723,2.718,2.718,2.688,2.711,6.201,2.68,2.63,2.517,2.517,2.517,2.778,2.152,2.937,2.937,2.612,2.194,1.988,2.061,2.061,2.002,1.987,1.987,2.166,2.096,1.957,2.073,2.04,2.054,2.054,1.957,1.957,1.957,2.246,2.246,2.339,2.332,2.348,2.381,2.384,2.384,2.384,2.384,2.413,2.47,2.49,2.499,2.505,2.517,2.533,2.552,2.579,2.579,1.635,2.608,1.572,1.649,1.692,2.288,1.692,1.738,1.468,0.11,0.11,1.515,1.515,1.515,1.515,1.572,1.713,1.713,1.755,1.755,1.755,1.755,1.755,1.802,1.818,1.844,1.844,1.844,1.883,1.86,1.86,1.91,1.945,1.959,2.236,1.945,1.945,1.945,1.976,2.005,2.005,6.328,6.328,6.328,6.328,6.328,5.747,6.267,5.248,2.372,5.54,5.54,5.153,5.153,5.153,5.153,5.153,5.153,5.153,3.545,3.497,3.583,3.573,3.764,3.56,2.936,3.018,10.087
Point_52,10.019,2.702,2.771,2.771,2.771,2.712,2.754,2.754,2.754,2.754,2.754,2.753,2.753,2.773,2.773,2.769,2.789,2.789,2.789,2.099,2.099,2.099,2.118,2.116,2.041,2.041,2.099,2.07,2.07,2.07,2.186,2.186,2.186,2.07,2.046,2.15,2.117,1.623,2.117,2.117,2.117,1.538,1.538,2.117,2.117,2.117,2.175,1.469,2.215,1.246,1.246,0.0,0.0,0.089,0.089,0.089,0.108,0.108,0.139,0.139,0.148,0.148,0.164,0.241,0.272,0.286,3.247,3.309,3.465,3.339,3.371,3.371,2.881,2.91,3.386,3.024,2.615,2.6,2.586,2.586,2.574,2.56,2.556,2.556,2.526,2.549,6.039,2.518,2.467,2.354,2.354,2.354,2.616,2.958,2.775,2.775,2.45,3.0,1.825,2.867,2.867,2.808,2.793,2.793,2.004,1.934,1.795,1.91,1.878,1.892,1.892,1.795,1.795,1.795,2.084,2.084,2.177,2.17,2.186,2.219,2.222,2.222,2.222,2.222,2.25,2.307,2.328,2.337,2.343,2.354,2.371,2.39,2.417,2.417,1.473,2.446,1.41,1.486,1.529,2.126,1.53,1.576,1.306,1.312,1.312,1.352,1.352,1.352,1.352,1.41,1.55,1.55,1.593,1.593,1.593,1.593,1.593,1.639,1.656,1.681,1.681,1.681,1.721,1.698,1.698,1.748,1.783,1.796,2.073,1.783,1.783,1.783,1.813,1.843,1.843,6.166,6.166,6.166,6.166,6.166,5.584,6.104,5.086,2.209,5.378,5.378,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.383,3.335,3.421,3.411,3.602,3.398,2.774,2.856,9.924
Point_53,10.019,2.702,2.771,2.771,2.771,2.712,2.754,2.754,2.754,2.754,2.754,2.753,2.753,2.773,2.773,2.769,2.789,2.789,2.789,2.099,2.099,2.099,2.118,2.116,2.041,2.041,2.099,2.07,2.07,2.07,2.186,2.186,2.186,2.07,2.046,2.15,2.117,1.623,2.117,2.117,2.117,1.538,1.538,2.117,2.117,2.117,2.175,1.469,2.215,1.246,1.246,0.0,0.0,0.089,0.089,0.089,0.108,0.108,0.139,0.139,0.148,0.148,0.164,0.241,0.272,0.286,3.247,3.309,3.465,3.339,3.371,3.371,2.881,2.91,3.386,3.024,2.615,2.6,2.586,2.586,2.574,2.56,2.556,2.556,2.526,2.549,6.039,2.518,2.467,2.354,2.354,2.354,2.616,2.958,2.775,2.775,2.45,3.0,1.825,2.867,2.867,2.808,2.793,2.793,2.004,1.934,1.795,1.91,1.878,1.892,1.892,1.795,1.795,1.795,2.084,2.084,2.177,2.17,2.186,2.219,2.222,2.222,2.222,2.222,2.25,2.307,2.328,2.337,2.343,2.354,2.371,2.39,2.417,2.417,1.473,2.446,1.41,1.486,1.529,2.126,1.53,1.576,1.306,1.312,1.312,1.352,1.352,1.352,1.352,1.41,1.55,1.55,1.593,1.593,1.593,1.593,1.593,1.639,1.656,1.681,1.681,1.681,1.721,1.698,1.698,1.748,1.783,1.796,2.073,1.783,1.783,1.783,1.813,1.843,1.843,6.166,6.166,6.166,6.166,6.166,5.584,6.104,5.086,2.209,5.378,5.378,4.99,4.99,4.99,4.99,4.99,4.99,4.99,3.383,3.335,3.421,3.411,3.602,3.398,2.774,2.856,9.924
Point_54,9.929,2.613,2.681,2.681,2.681,2.623,2.665,2.665,2.665,2.665,2.665,2.663,2.663,2.684,2.684,2.68,2.7,2.7,2.7,2.01,2.01,2.01,2.029,2.026,1.952,1.952,2.01,1.98,1.98,1.98,2.097,2.097,2.097,1.98,1.957,2.061,2.028,1.533,2.028,2.028,2.028,1.449,1.449,2.028,2.028,2.028,2.086,1.38,2.126,1.156,1.156,1.109,1.109,0.0,0.0,0.0,0.019,0.019,0.05,0.05,0.058,0.058,0.075,0.152,0.183,0.197,3.157,3.22,3.375,3.25,3.282,3.282,2.791,2.821,3.296,2.935,2.526,2.511,2.497,2.497,2.484,2.471,2.467,2.467,2.437,2.459,5.95,2.429,2.378,2.265,2.265,2.265,2.526,2.869,2.686,2.686,2.36,2.911,1.736,2.778,2.778,2.719,2.704,2.704,1.915,1.845,1.705,1.821,1.788,1.803,1.803,1.705,1.705,1.705,1.994,1.994,2.087,2.081,2.096,2.13,2.133,2.133,2.133,2.133,2.161,2.218,2.238,2.247,2.253,2.265,2.282,2.3,2.327,2.327,1.383,2.357,1.32,1.397,1.44,2.036,1.441,1.486,1.217,1.223,1.223,1.263,1.263,1.263,1.263,1.32,1.461,1.461,1.504,1.504,1.504,1.504,1.504,1.55,1.567,1.592,1.592,1.592,1.631,1.608,1.608,1.659,1.693,1.707,1.984,1.693,1.693,1.693,1.724,1.754,1.754,6.077,6.077,6.077,6.077,6.077,5.495,6.015,4.996,2.12,5.288,5.288,4.901,4.901,4.901,4.901,4.901,4.901,4.901,3.294,3.246,3.331,3.322,3.513,3.308,2.684,2.767,9.835
Point_55,9.929,2.613,2.681,2.681,2.681,2.623,2.665,2.665,2.665,2.665,2.665,2.663,2.663,2.684,2.684,2.68,2.7,2.7,2.7,2.01,2.01,2.01,2.029,2.026,1.952,1.952,2.01,1.98,1.98,1.98,2.097,2.097,2.097,1.98,1.957,2.061,2.028,1.533,2.028,2.028,2.028,1.449,1.449,2.028,2.028,2.028,2.086,1.38,2.126,1.156,1.156,1.109,1.109,0.0,0.0,0.0,0.019,0.019,0.05,0.05,0.058,0.058,0.075,0.152,0.183,0.197,3.157,3.22,3.375,3.25,3.282,3.282,2.791,2.821,3.296,2.935,2.526,2.511,2.497,2.497,2.484,2.471,2.467,2.467,2.437,2.459,5.95,2.429,2.378,2.265,2.265,2.265,2.526,2.869,2.686,2.686,2.36,2.911,1.736,2.778,2.778,2.719,2.704,2.704,1.915,1.845,1.705,1.821,1.788,1.803,1.803,1.705,1.705,1.705,1.994,1.994,2.087,2.081,2.096,2.13,2.133,2.133,2.133,2.133,2.161,2.218,2.238,2.247,2.253,2.265,2.282,2.3,2.327,2.327,1.383,2.357,1.32,1.397,1.44,2.036,1.441,1.486,1.217,1.223,1.223,1.263,1.263,1.263,1.263,1.32,1.461,1.461,1.504,1.504,1.504,1.504,1.504,1.55,1.567,1.592,1.592,1.592,1.631,1.608,1.608,1.659,1.693,1.707,1.984,1.693,1.693,1.693,1.724,1.754,1.754,6.077,6.077,6.077,6.077,6.077,5.495,6.015,4.996,2.12,5.288,5.288,4.901,4.901,4.901,4.901,4.901,4.901,4.901,3.294,3.246,3.331,3.322,3.513,3.308,2.684,2.767,9.835
Point_56,9.929,2.613,2.681,2.681,2.681,2.623,2.665,2.665,2.665,2.665,2.665,2.663,2.663,2.684,2.684,2.68,2.7,2.7,2.7,2.01,2.01,2.01,2.029,2.026,1.952,1.952,2.01,1.98,1.98,1.98,2.097,2.097,2.097,1.98,1.957,2.061,2.028,1.533,2.028,2.028,2.028,1.449,1.449,2.028,2.028,2.028,2.086,1.38,2.126,1.156,1.156,1.109,1.109,0.0,0.0,0.0,0.019,0.019,0.05,0.05,0.058,0.058,0.075,0.152,0.183,0.197,3.157,3.22,3.375,3.25,3.282,3.282,2.791,2.821,3.296,2.935,2.526,2.511,2.497,2.497,2.484,2.471,2.467,2.467,2.437,2.459,5.95,2.429,2.378,2.265,2.265,2.265,2.526,2.869,2.686,2.686,2.36,2.911,1.736,2.778,2.778,2.719,2.704,2.704,1.915,1.845,1.705,1.821,1.788,1.803,1.803,1.705,1.705,1.705,1.994,1.994,2.087,2.081,2.096,2.13,2.133,2.133,2.133,2.133,2.161,2.218,2.238,2.247,2.253,2.265,2.282,2.3,2.327,2.327,1.383,2.357,1.32,1.397,1.44,2.036,1.441,1.486,1.217,1.223,1.223,1.263,1.263,1.263,1.263,1.32,1.461,1.461,1.504,1.504,1.504,1.504,1.504,1.55,1.567,1.592,1.592,1.592,1.631,1.608,1.608,1.659,1.693,1.707,1.984,1.693,1.693,1.693,1.724,1.754,1.754,6.077,6.077,6.077,6.077,6.077,5.495,6.015,4.996,2.12,5.288,5.288,4.901,4.901,4.901,4.901,4.901,4.901,4.901,3.294,3.246,3.331,3.322,3.513,3.308,2.684,2.767,9.835
Point_57,9.91,2.594,2.663,2.663,2.663,2.604,2.646,2.646,2.646,2.646,2.646,2.645,2.645,2.665,2.665,2.661,2.681,2.681,2.681,1.991,1.991,1.991,2.01,2.008,1.933,1.933,1.991,1.962,1.962,1.962,2.078,2.078,2.078,1.962,1.938,2.042,2.009,1.514,2.009,2.009,2.009,1.43,1.43,2.009,2.009,2.009,2.067,1.361,2.107,1.138,1.138,1.09,1.09,0.749,0.749,0.749,0.0,0.0,0.031,0.031,0.04,0.04,0.056,0.133,0.164,0.178,3.138,3.201,3.357,3.231,3.263,3.263,2.773,2.802,3.278,2.916,2.507,2.492,2.478,2.478,2.465,2.452,2.448,2.448,2.418,2.441,5.931,2.41,2.359,2.246,2.246,2.246,2.508,2.85,2.667,2.667,2.342,2.892,1.717,2.759,2.759,2.7,2.685,2.685,1.896,1.826,1.687,1.802,1.77,1.784,1.784,1.687,1.687,1.687,1.976,1.976,2.069,2.062,2.077,2.111,2.114,2.114,2.114,2.114,2.142,2.199,2.22,2.228,2.235,2.246,2.263,2.282,2.309,2.309,1.365,2.338,1.302,1.378,1.421,2.018,1.422,1.468,1.198,1.204,1.204,1.244,1.244,1.244,1.244,1.302,1.442,1.442,1.485,1.485,1.485,1.485,1.485,1.531,1.548,1.573,1.573,1.573,1.612,1.59,1.59,1.64,1.675,1.688,1.965,1.675,1.675,1.675,1.705,1.735,1.735,6.058,6.058,6.058,6.058,6.058,5.476,5.996,4.977,2.101,5.27,5.27,4.882,4.882,4.882,4.882,4.882,4.882,4.882,3.275,3.227,3.313,3.303,3.494,3.29,2.666,2.748,9.816
Point_58,9.91,2.594,2.663,2.663,2.663,2.604,2.646,2.646,2.646,2.646,2.646,2.645,2.645,2.665,2.665,2.661,2.681,2.681,2.681,1.991,1.991,1.991,2.01,2.008,1.933,1.933,1.991,1.962,1.962,1.962,2.078,2.078,2.078,1.962,1.938,2.042,2.009,1.514,2.009,2.009,2.009,1.43,1.43,2.009,2.009,2.009,2.067,1.361,2.107,1.138,1.138,1.09,1.09,0.749,0.749,0.749,0.0,0.0,0.031,0.031,0.04,0.04,0.056,0.133,0.164,0.178,3.138,3.201,3.357,3.231,3.263,3.263,2.773,2.802,3.278,2.916,2.507,2.492,2.478,2.478,2.465,2.452,2.448,2.448,2.418,2.441,5.931,2.41,2.359,2.246,2.246,2.246,2.508,2.85,2.667,2.667,2.342,2.892,1.717,2.759,2.759,2.7,2.685,2.685,1.896,1.826,1.687,1.802,1.77,1.784,1.784,1.687,1.687,1.687,1.976,1.976,2.069,2.062,2.077,2.111,2.114,2.114,2.114,2.114,2.142,2.199,2.22,2.228,2.235,2.246,2.263,2.282,2.309,2.309,1.365,2.338,1.302,1.378,1.421,2.018,1.422,1.468,1.198,1.204,1.204,1.244,1.244,1.244,1.244,1.302,1.442,1.442,1.485,1.485,1.485,1.485,1.485,1.531,1.548,1.573,1.573,1.573,1.612,1.59,1.59,1.64,1.675,1.688,1.965,1.675,1.675,1.675,1.705,1.735,1.735,6.058,6.058,6.058,6.058,6.058,5.476,5.996,4.977,2.101,5.27,5.27,4.882,4.882,4.882,4.882,4.882,4.882,4.882,3.275,3.227,3.313,3.303,3.494,3.29,2.666,2.748,9.816
Point_59,9.871,2.555,2.623,2.623,2.623,2.565,2.606,2.606,2.606,2.606,2.606,2.605,2.605,2.625,2.625,2.622,2.641,2.641,2.641,1.952,1.952,1.952,1.971,1.968,1.893,1.893,1.952,1.922,1.922,1.922,2.038,2.038,2.038,1.922,1.898,2.003,1.97,1.475,1.97,1.97,1.97,1.39,1.39,1.97,1.97,1.97,2.027,1.322,2.068,1.098,1.098,1.051,1.051,0.709,0.709,0.709,0.728,0.728,0.0,0.0,0.007,0.007,0.025,0.094,0.124,0.139,3.099,3.161,3.317,3.192,3.224,3.224,2.733,2.763,3.238,2.877,2.468,2.453,2.439,2.439,2.426,2.413,2.408,2.408,2.378,2.401,5.891,2.37,2.32,2.207,2.207,2.207,2.468,2.81,2.627,2.627,2.302,2.853,1.678,2.72,2.72,2.66,2.646,2.646,1.856,1.786,1.647,1.763,1.73,1.744,1.744,1.647,1.647,1.647,1.936,1.936,2.029,2.022,2.038,2.071,2.074,2.074,2.074,2.074,2.103,2.16,2.18,2.189,2.195,2.207,2.223,2.242,2.269,2.269,1.325,2.298,1.262,1.339,1.382,1.978,1.382,1.428,1.158,1.165,1.165,1.205,1.205,1.205,1.205,1.262,1.403,1.403,1.445,1.445,1.445,1.445,1.445,1.492,1.509,1.534,1.534,1.534,1.573,1.55,1.55,1.6,1.635,1.649,1.926,1.635,1.635,1.635,1.666,1.695,1.695,6.019,6.019,6.019,6.019,6.019,5.437,5.957,4.938,2.062,5.23,5.23,4.843,4.843,4.843,4.843,4.843,4.843,4.843,3.235,3.187,3.273,3.263,3.454,3.25,2.626,2.708,9.777
